deduplicated_event_id,title,event_date,event_type,victim_organization_name,victim_organization_industry,records_affected,severity_category,primary_stakeholder_category,impact_type,confidence_score,model_used,created_at
6467d85b-40f7-4f9d-af37-3b2eb95c18c9,Australia's .au domain administrator denies data breach after ...,2023-08-10,CyberEventType.DATA_BREACH,,,0,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
7ae9f7b3-dd11-43e6-b409-7643b48aac28,Ransomware Hits Australian Gold Mining Firm Evolution Mining ...,2023-08-08,CyberEventType.RANSOMWARE,,,0,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
cf081fdf-8a0f-421f-afc4-c318232263b2,"Hackers target Binge, The Iconic, Dan Murphy’s customers following Australian data breaches",2023-08-05,CyberEventType.DATA_BREACH,,,193000,C3,Member(s) of the public,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
0916c6cd-0be6-4caf-8432-12daf98a39b0,Pizza Hut says nearly two-hundred thousand customers affected by ...,2023-08-01,CyberEventType.DATA_BREACH,Pizza Pan Group Pty Ltd,Retail,193000,C3,Large organisation(s),Extensive compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
80827aaf-5e90-4458-8fe0-c8699a628f9e,"Submarine, cyber attack and CCP links in China-Australia university ...",2023-08-01,CyberEventType.STATE_SPONSORED_ATTACK,,Education,,C6,Academia/R&D,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
4abece54-9b9a-4c00-b223-6fa877dfc861,TissuPath data breach victim upset by delayed notification,2023-08-01,CyberEventType.DATA_BREACH,,,130000,C2,Member(s) of the public,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
8c7406e7-eafe-4fce-8232-060ff8915900,ATO attackers filed $557 million in false claims,2023-07-15,CyberEventType.FINANCIAL_FRAUD,Australian Taxation Office,Government,15000,C3,Federal government,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
a10464fa-438e-4f98-89cd-41a9cb889975,Statement relating to an update on Western Sydney University's ...,2023-07-09,CyberEventType.DATA_BREACH,Western Sydney University,Education,,C6,Academia/R&D,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
29585675-9bcc-4725-b9c8-40922579808e,Pizza Hut Australia Data Breach,2023-07-01,CyberEventType.DATA_BREACH,,,193000,C3,Member(s) of the public,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
afc1c7b5-1881-4e18-b5ba-b28ab72b03ff,Health records and privacy | Queensland Health,2023-07-01,CyberEventType.DATA_BREACH,Metro North Hospital and Health Service,Healthcare,,C6,State government,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
89a6a4b9-c7ba-4fb4-8699-299a78bbd517,Untitled Event,2023-07-01,CyberEventType.DATA_BREACH,,,0,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.975799
e057ca00-989f-4a47-a3c4-c9de5b58dccd,"The inaccessible URL reported on the SmartPay data breach in June 2023 refers to a **ransomware cyberattack targeting SmartPay**, a major EFTPOS hardware provider operating in Australia and New Zealand[1][2][3][4][5][6][7].",2023-06-10,CyberEventType.RANSOMWARE,Smartpay Holdings Limited,Finance,,C6,Large organisation(s),Extensive compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
cd8c133e-bf56-4c0e-a0bf-6994d1c64596,Clinic’s data breach a reminder to bolster security,2023-06-09,CyberEventType.DATA_BREACH,,,5500,C4,Member(s) of the public,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
5bec6d96-3473-456c-ae6a-ffcbd1537b05,Dymocks CEO Outlines Details of Data Breach - Australian Cyber ...,2023-06-01,CyberEventType.DATA_BREACH,,Retail,1240000,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
b8a21945-291f-4799-8339-07d96ccfd58d,Dymocks confirms details of 1.2 million customers shared on dark web in data breach,2023-06-01,CyberEventType.DATA_BREACH,,Retail,1240000,C2,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
df8e3493-098a-4325-a694-1948db00f148,One Million Plus Dymocks Customers Impacted by Cyber Attack ...,2023-06-01,CyberEventType.DATA_BREACH,Dymocks Holdings Pty Ltd,Retail,1240000,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
eb9561be-e02c-48bc-a08e-81a73a62704f,Dymocks breach happened while changing providers,2023-06-01,CyberEventType.DATA_BREACH,Dymocks Pty Limited,Retail,1200000,C2,Large organisation(s),Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
3f11e58f-324a-4479-b38a-24a2cea7d96e,Dymocks discloses breach after dark web data leak,2023-06-01,CyberEventType.DATA_BREACH,Dymocks Booksellers Pty Ltd,Retail,1240000,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
1363695e-1ba1-4135-81b1-9cee394f12a8,Cyber Incident Notice | Breakthru,2023-06-01,CyberEventType.DATA_BREACH,Royal Rehab Group Limited,Healthcare,,C6,Regulated critical infrastructure,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
115d8f29-e70f-47bf-a6ee-6d386dbb1b63,Perpetual security incident spreads; client data compromised,2023-06-01,CyberEventType.DATA_BREACH,Perpetual Limited,Finance,45000,C3,Large organisation(s),Extensive compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
6a5c66e6-11aa-4437-92e1-b79ea15c0fb1,LG and Solar Service Guys Respond to Data Breach Allegations,2023-06-01,CyberEventType.DATA_BREACH,LG Energy Solution Australia,Energy,,C6,Regulated critical infrastructure,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
8ada63b2-9562-4cd6-9206-8f973039d3b4,Energy One systems hit by cyber attack | Information Age | ACS,2023-06-01,CyberEventType.OTHER,,,1240000,C2,Regulated critical infrastructure,Extensive compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
24fdc420-c571-4ea7-934e-811c2234429b,Dymocks warns customers of data breach after account information leaked on dark web,2023-06-01,CyberEventType.DATA_BREACH,,,1240000,C2,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
b6e55b8a-9d77-422f-9431-126baa9e67f6,Amazon Says Employee Data Impacted In Third-Party Breach,2023-05-27,CyberEventType.DATA_BREACH,"Amazon.com, Inc.",Technology/Retail,2800000,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
1c53dce9-9084-46e5-9447-e512cabb5f40,FIIG Securities Cybersecurity Breach,2023-05-19,CyberEventType.DATA_BREACH,,,18000,C4,Large organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
5cd8b710-cbcf-4616-9e04-f5d0c12dcc07,Regulator Claims 9000+ Clients' Data Hit Dark Web in Security Breach,2023-05-11,CyberEventType.DATA_BREACH,Fortnum Private Wealth Ltd,Finance,9828,C4,Large organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
817ab60f-f3e1-4a2c-bc04-69c30a18107b,Australia TechnologyOne hit by a Cyber Attack - Cybersecurity Insiders,2023-05-10,CyberEventType.OTHER,TechnologyOne Limited,Technology,,C6,Large organisation(s),Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.976798
7e6b1093-e6bc-4144-b3b7-1cdfe853569b,Why health data hacks keep happening - RACGP,2023-05-04,CyberEventType.RANSOMWARE,Crown Princess Mary Cancer Centre,Healthcare,,C6,Regulated critical infrastructure,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
015be10a-e4a7-4fcd-befe-42b92afd82b3,PwC client hit in housing industry data hack,2023-05-01,CyberEventType.DATA_BREACH,Housing Industry Association Limited,Manufacturing,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
9b15cd33-bada-4ba7-9918-bd3ac7fefc61,"Greens, Coalition team up to block Labor’s $10b housing fund",2023-05-01,CyberEventType.DATA_BREACH,PricewaterhouseCoopers Australia,Professional Services,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
4876e9ee-56a6-4559-87e0-946577e797d5,Medibank's staff details stolen after property manager faces cyber breach,2023-05-01,CyberEventType.DATA_BREACH,Medibank Private Limited,Healthcare,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
f9a703a5-5c17-4fbd-bb5c-a586e2fd7486,Untitled Event,2023-05-01,CyberEventType.DATA_BREACH,,,18317,C4,Member(s) of the public,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
68a9c966-15d7-42ad-9bdf-9b2caa740fa2,Paramedics' mobile numbers 'exposed' in data breach,2023-05-01,CyberEventType.DATA_BREACH,,,4000,C4,Member(s) of the public,Isolated compromise,0.8,gpt-4o,2025-11-18T16:48:04.976798
233e833d-cc15-4568-b260-25b8f4dd27e3,Statement on HWL Ebsworth data breach,2023-04-26,CyberEventType.DATA_BREACH,,Legal,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
fd9b76d1-a460-4481-bd37-36cacbb51979,HWL Ebsworth Ransomware Attack,2023-04-26,CyberEventType.RANSOMWARE,,,2500000,C2,Large organisation(s),Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.976798
9e6ac849-322c-4a84-8eb4-e0cc4b1072bb,HWL Ebsworth Cyber Security Incident,2023-04-26,CyberEventType.DATA_BREACH,,,2500000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
b7388228-5ac9-4213-a578-449e235cc7c2,"The cybersecurity incident referenced in the inaccessible URL relates to the **HWL Ebsworth law firm ransomware attack in April 2023**, which impacted several major Australian banks, including **National Australia Bank (NAB)**[1].",2023-04-26,CyberEventType.RANSOMWARE,,,2500000,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
8992a714-9e2b-47e0-9b3b-61e143562a0e,MOVEit Cyber Attack Impacts Australian Government Agencies,2023-04-26,CyberEventType.DATA_BREACH,,,0,C6,Federal government,Extensive compromise,0.6,gpt-4o,2025-11-18T16:48:04.976798
f2294eb1-4b8f-43d4-96bb-b60cbaa8cd83,Guide - Information and Privacy Commission NSW - NSW Government,2023-04-26,CyberEventType.DATA_BREACH,,,2200000,C2,State government,Extensive compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
4173e268-4453-4b6a-ab6a-8532e1dcc366,Acting against unknown hackers a groundbreaking ... - Dentons,2023-04-26,CyberEventType.DATA_BREACH,,,0,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.5,gpt-4o,2025-11-18T16:48:04.976798
69312525-df11-4117-ba2b-f260b4063854,Amnesty International latest victim of widening telemarketer breach,2023-04-01,CyberEventType.DATA_BREACH,,,0,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.976798
3a558a9f-ee8e-4e8c-a9ff-c0c26a189d53,"Thousands of donors to Australian charities, including Cancer ...",2023-04-01,CyberEventType.DATA_BREACH,,,50000,C3,Member(s) of the public,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.976798
b2ea6519-ce4d-4daa-89b2-ee7375324310,"Australian Conservation Foundation says data of 13,500 donors caught up in Pareto Phone hack",2023-04-01,CyberEventType.DATA_BREACH,Australian Conservation Foundation,Nonprofit/Charity,13500,C4,Medium-sized organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
2d6a36a2-28c0-4833-8188-df28a43771e5,PWDA Addresses NDIS Data Breach Incident,2023-04-01,CyberEventType.DATA_BREACH,,,600,C5,Member(s) of the public,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
5010cb67-8e07-4ba2-aade-b6ce6a674269,Isaacs Regional Council Cyber Attack Highlights Risks Local ...,2023-04-01,CyberEventType.RANSOMWARE,,,0,C6,Local government,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.976798
f965c73d-1835-453b-85d8-1df6e3b5bf4e,"PwC caught up in global data breach, ASX closes up on Woolworths and CSL gains — as it happened",2023-04-01,CyberEventType.DATA_BREACH,,,18000,C4,Large organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
a2c9d4b6-77c0-41c2-a329-d6b1ee63bc6c,1.2 million customers caught up in Dymocks hack,2023-04-01,CyberEventType.DATA_BREACH,,,2500000,C2,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
66c4f2ef-f613-4b2d-aef9-d0850211f8ca,Cyber Security Report 2022 - Australian Digital Health Agency,2023-04-01,CyberEventType.RANSOMWARE,,,0,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.976798
512badb0-999c-4ccb-9b6a-2b0b864e5297,Charity donor details… - Institute of Community Directors Australia,2023-04-01,CyberEventType.OTHER,,,50000,C3,Member(s) of the public,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
98e374b2-06b9-4ec7-88dc-467afba22e17,Top Three (3) Notable Cyber Incidents in Recent Australian History ...,2023-03-16,CyberEventType.DATA_BREACH,Latitude Financial Services Pty Ltd,Finance,14000000,C1,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
cb091405-90f9-44b0-9ec3-1ce18672084c,Welcome to the Australian Embassy in Warsaw,2023-03-16,CyberEventType.STATE_SPONSORED_ATTACK,,,14000000,C1,National security,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
2f0ba0dc-0df6-4401-8005-9a03b450fdfd,Tesla says two ex-employees behind May data breach,2023-03-16,CyberEventType.DATA_BREACH,,,14000000,C1,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
9b72bf8c-14ed-4111-abf8-6a4f5e8d2413,Shell says its Australian BG Group business hit by MOVEit breach ...,2023-03-16,CyberEventType.DATA_BREACH,,,14000000,C1,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
aa1bee73-de97-45a7-8ee6-4f80beb312c4,Explainer: What we know about the privacy breach at Canberra Health Services,2023-03-15,CyberEventType.DATA_BREACH,Canberra Health Services,Healthcare,13,C5,Regulated critical infrastructure,Isolated compromise,0.8,gpt-4o,2025-11-18T16:48:04.976798
3c63cc70-8163-4435-8926-17801ba72540,Cyber Incident Update - IPH,2023-03-13,CyberEventType.OTHER,,,0,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.976798
8bc2cb8b-5f66-403c-bbc1-8e598a3730b7,Clearview AI breached Australians’ privacy,2023-03-10,CyberEventType.DATA_BREACH,"Clearview AI, Inc.",Technology,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
4d133cdf-977c-4616-b9df-8c6a788d0e89,CBA hit by cyberattack in Indonesia,2023-03-07,CyberEventType.OTHER,PT Bank Commonwealth,Finance,11,C6,Large organisation(s),Unsuccessful low-level malicious attack,0.75,gpt-4o,2025-11-18T16:48:04.976798
458f486f-739c-4272-902a-4c592b1036a4,"Cyber-Attack on Tasmanian Government with 16,000+ Documents ...",2023-03-01,CyberEventType.OTHER,"Department for Education, Children and Young People, State of Tasmania",Government,16000,C4,State government,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
3848cd4e-37bb-4e59-bfba-44490386f165,Australian cyber security trends,2023-03-01,CyberEventType.DATA_BREACH,Latitude Holdings Pty Ltd,Finance,14000000,C1,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
02f0958a-830a-4051-83b2-74d41445d14a,MSI confirms cyber attack,2023-03-01,CyberEventType.RANSOMWARE,"Micro-Star International Co., Ltd.",Technology,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
02589f63-09d5-472e-b920-a130e13bbaad,"Tasmanian cyber attack grabs TasTafe, Teachers Registration ...",2023-03-01,CyberEventType.INFRASTRUCTURE_ATTACK,"Department of Education, Children and Young People, Tasmania",Education,16000,C3,State government,Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
ee18f7b8-550f-4522-b286-67be8b72b878,Health worker sacked over 'serious breach' of patients' privacy as ACT government investigates data misuse,2023-03-01,CyberEventType.DATA_BREACH,Canberra Health Services,Healthcare,13,C6,Regulated critical infrastructure,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
8f9d4e05-9af5-4a05-a041-4062abb7bd52,Latitude Financial cyber-attack worse than first thought with 14m ...,2023-03-01,CyberEventType.DATA_BREACH,,,14000000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
7225a2f7-d1ae-49c5-82b2-7c40bec2189b,Latitude Financial flags $76 million in cyber incident costs - iTnews,2023-03-01,CyberEventType.OTHER,,,14000000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
d91b42dc-6fa2-4d75-beec-feb8fbdaff16,Recent Data Breaches – advice for foreign passport holders,2023-03-01,CyberEventType.DATA_BREACH,,,14000000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
c8301e63-5080-487e-8ddb-4c6ca8ee5232,Data Matching between Medicare and Centrelink records and ...,2023-02-01,CyberEventType.DATA_BREACH,KindSIGHT,Healthcare,,C6,Large organisation(s),Isolated compromise,0.6,gpt-4o,2025-11-18T16:48:04.976798
66ca9a06-c7a1-43a3-ada6-ddce582bbd23,ARTC submission2,2023-02-01,CyberEventType.OTHER,,Transportation,,C6,Regulated critical infrastructure,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.976798
d5bd171e-2dd5-4cc6-bbcd-0fc1e91d1df6,Pound Road Medical Center Ransomware Attack,2023-02-01,CyberEventType.RANSOMWARE,,,0,C6,Member(s) of the public,Isolated compromise,0.6,gpt-4o,2025-11-18T16:48:04.976798
cebff524-9d00-44bf-a954-8fbdafa87cea,Rio Tinto says staff's personal data may have been hacked in memo after an attack on GoAnywhere software,2023-01-30,CyberEventType.DATA_BREACH,,,0,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
c3732e2e-a767-41cb-9fab-34ce220dc6f2,Crown Resorts investigating potential data breach after being contacted by hacking group,2023-01-30,CyberEventType.DATA_BREACH,,,0,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
e0fc0707-b632-479c-b02d-f43e313d509b,Australia's Crown Resorts hit in Clop ransomware spree ...,2023-01-30,CyberEventType.RANSOMWARE,,,16000,C4,Large organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
c739aa70-e28f-4347-ad63-2c9d5b6cb155,APUNIPIMA CYBER-SECURITY INCIDENT UPDATE (Wednesday ...,2023-01-30,CyberEventType.OTHER,,,150000,C3,Member(s) of the public,Extensive compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
7d14965b-9c09-412e-8a67-55abf1e786b4,"Tas gov says 16,000 documents leaked in GoAnywhere breach",2023-01-28,CyberEventType.DATA_BREACH,,,16000,C4,State government,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
f2be3ea7-310f-4fd1-ae98-7876a5053668,"Private financial, health information exposed in Meriton data breach",2023-01-14,CyberEventType.DATA_BREACH,Meriton Pty Ltd,Real Estate and Hospitality,1889,C4,Large organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
23f985fb-f984-4149-918b-107139872af0,"Hotel and property giant Meriton hit by data hack, personal documents may be at risk",2023-01-14,CyberEventType.DATA_BREACH,,Real Estate/Hospitality,1889,C4,Large organisation(s),Isolated compromise,0.8,gpt-4o,2025-11-18T16:48:04.976798
0018199a-db46-4b46-8ca9-3f0406fc8740,ASX ANNOUNCEMENT Cyber Incident,2023-01-14,CyberEventType.OTHER,,,328000,C3,Member(s) of the public,Extensive compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
0d8252d2-08d2-4fac-9754-eec04d0bdaf3,Hundreds of parents hit by credit card hack at Lilydale school,2023-01-11,CyberEventType.DATA_BREACH,Mount Lilydale Mercy College Limited,Education,400,C5,Schools,Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
dfadca2f-2c08-451c-8fd6-2949c8c01b9a,News and Media,2023-01-01,CyberEventType.OTHER,Department of Home Affairs,Government,103000,C3,Federal government,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.976798
f013a78a-6656-4358-8391-60397da3c96d,Mount Lilydale Mercy College caught up in data breach hack,2023-01-01,CyberEventType.DATA_BREACH,Mount Lilydale Mercy College,Education,400,C5,Schools,Isolated compromise,0.8,gpt-4o,2025-11-18T16:48:04.976798
3398b5e5-73a6-4680-85fd-1e8202ad43b1,Data breach | IDMatch,2023-01-01,CyberEventType.DATA_BREACH,,,12900000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
3d6f57c2-2d34-4b68-b5dc-1e5bb6c89dd6,Cyber Incident at Western Sydney University,2023-01-01,CyberEventType.DATA_BREACH,,,17500,C3,Academia/R&D,Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
1699d7f8-7971-4e87-be75-1b03b8bea4d1,Queensland University of Technology hit by Ransomware,2022-12-22,CyberEventType.RANSOMWARE,,,11405,C4,Academia/R&D,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
f5c92a1a-b80f-4067-ba86-234a24bb6c22,Royal Mail: Overseas post still disrupted after 'cyber incident',2022-12-22,CyberEventType.OTHER,,,2567,C4,Supply chain,Sustained disruption of essential systems and associated services,0.75,gpt-4o,2025-11-18T16:48:04.976798
b26b9f65-3a37-4531-a155-6d5909b5f39e,Guardian Australia staff details compromised in cyberattack,2022-12-20,CyberEventType.DATA_BREACH,Guardian Media Group,Media,140,C5,Large organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
5f8c0e16-c1cc-48e0-8d63-ba12cba62100,Yahoo Finance,2022-12-15,CyberEventType.DATA_BREACH,TPG Telecom Limited,Telecommunications,15000,C4,Regulated critical infrastructure,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
fc0f27d3-d999-4157-a375-afcb55b5f3d0,Telstra blames privacy breach on 'database misalignment',2022-12-09,CyberEventType.DATA_BREACH,Telstra Corporation Limited,Telecommunications,130000,C3,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
ea21da11-68da-4b02-9a05-b166a2c684cd,Norton LifeLock hit by data breach via password managers,2022-12-01,CyberEventType.DATA_BREACH,Gen Digital Inc.,Technology,6450,C4,Large organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
677a2a4f-5914-4511-9b47-f9d6af83a106,AGL hit by 'cyber incident' causing customer account lockdown,2022-12-01,CyberEventType.OTHER,AGL ENERGY LIMITED,Energy,,C6,Regulated critical infrastructure,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
5064afc7-94fc-41e7-9a2a-8f31e849f642,Data breach hits Victoria’s revenue office,2022-12-01,CyberEventType.DATA_BREACH,State Revenue Office of Victoria,Government,,C6,State government,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
70a3e0af-289a-4279-8e12-ac284183bb30,Real estate agency LJ Hooker hit with data breach,2022-11-30,CyberEventType.DATA_BREACH,,Real Estate,,C6,Medium-sized organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
2727520d-a89f-4f42-96bb-233ab7c5f974,Aurecon cyber attack under investigation - Cyber Daily,2022-11-06,CyberEventType.INFRASTRUCTURE_ATTACK,Aurecon Group,Engineering,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
61d6fdbe-9a5a-4202-8e40-888c295dff3c,VIDEO: Australia's largest skin cancer study hit by data breach,2022-11-03,CyberEventType.DATA_BREACH,QIMR Berghofer Medical Research Institute,Healthcare,1128,C4,Academia/R&D,Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
4bbdbdf5-0d0e-4959-9ac8-16929250dc7a,Victoria has ordered an investigation into a potential data breach. Here's what happened,2022-11-03,CyberEventType.DATA_BREACH,PNORS Technology Group Pty Ltd,Technology,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
f6c7d891-4a26-4b09-8a53-89fba68f4389,Technology group providing services to Victorian government ...,2022-11-03,CyberEventType.OTHER,Datatime Services Pty Ltd,Government,,C6,State government,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.976798
5a4b5a43-e8c1-49fd-b124-e6a77400a19d,Data Matching between Medicare and Centrelink records and ...,2022-11-01,CyberEventType.DATA_BREACH,Datatime Services Pty Ltd,Government,,C6,Government shared services,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
6dadb4bb-4d75-4c2b-a860-492aa8f5527e,Data breach | IDMatch,2022-11-01,CyberEventType.DATA_BREACH,IDMatch,Government,,C6,Government shared services,Isolated compromise,0.6,gpt-4o,2025-11-18T16:48:04.976798
015e1ad8-ab01-4a80-b6b2-f33d14ff3de1,Privacy | NSW Health Pathology,2022-11-01,CyberEventType.DATA_BREACH,,Healthcare,,C6,State government,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.976798
66de259c-4f40-48f4-a0e2-230553d62b19,Harcourts Melbourne City real estate agency advises customers of data breach,2022-10-24,CyberEventType.DATA_BREACH,Harcourts Melbourne City,Real Estate,,C6,Medium-sized organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
2f121899-53a4-4115-8dac-30ead1b4fd4e,Chaos at Brisbane Airport after security breach evacuates Virgin ...,2022-10-12,CyberEventType.OTHER,,,9700000,C1,Member(s) of the public,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.976798
4162c9a1-5403-4c16-a658-4005de63c53b,"The cybersecurity incident reported in June 2023 involved the **Australian Capital Territory (ACT) Government** and was linked to a vulnerability in the **Barracuda Email Security Gateway (ESG)** system, which supports several ACT Government ICT operations[1][2][3]. The breach was not a direct attack on the ACT Government itself, but rather an exploitation of a critical zero-day flaw (CVE-2023-2868) in Barracuda’s ESG appliances, which are designed to scan email attachments for malware and malicious content[2].",2022-10-01,CyberEventType.VULNERABILITY_EXPLOIT,Australian Capital Territory Government,Government,,C6,State government,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
460ee087-a194-4c99-995b-3714399c1fcd,OAIC statement on MyDeal data breach,2022-10-01,CyberEventType.DATA_BREACH,MyDeal Pty Ltd (Woolworths Group subsidiary),Retail,2200000,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.976798
c9ee7fb0-e51a-4722-bdf2-ecccc5d53cb4,Hacker Attack on The Smith Family Charity,2022-10-01,CyberEventType.OTHER,The Smith Family,Nonprofit,80000,C3,Medium-sized organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.976798
cc168158-292b-4559-ab09-9b044fbaeed1,Australian strata company SSKB breached,2022-10-01,CyberEventType.RANSOMWARE,SSKB Pty Ltd,Real Estate and Property Management,,C6,Medium-sized organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.976798
