entity_id,entity_name,industry,entity_kind,entity_kind_group,org_size,org_size_score,org_size_unknown,size_confidence,employee_size,turnover_size,sector_proxy,prior_records_band,prior_event_number,prior_event_date,prior_event_ids,prior_titles,spell_end_date,next_event_ids,next_titles,duration_days,event,event_number_cat,elapsed_band
1066,CS Energy,Energy,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,industrial,unknown,1,2021-11-27,c16aee42-3608-4600-a5c2-0fb760be0c1f,CS Energy Ransomware Attack,2026-08-05,,,1712,0,1,>1460
1068,Sunwater,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2020-08-01,76490f42-eb9f-4e22-9c14-66ae444aec52,Queensland water supplier Sunwater targeted by hackers in months-long undetected cyber security breach,2026-08-05,,,2195,0,1,>1460
1071,Canberra Liberals,Government,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,government,10k-100k,1,2018-01-01,119bfaa4-2e76-4ce3-98e5-a8537f70b9b6,Canberra Liberals: Serious data breach needs independent investigation,2026-08-05,,,3138,0,1,>1460
1073,ACT Government,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,10k-100k,1,2021-11-01,6069f32f-e657-43aa-a3a7-520a00699c51,ACT Government compo spreadsheet breach (2021),2023-05-24,635a5e08-6295-4045-83bc-29abac0be83a,Digital Health Record - ACT Government,569,1,1,366-730
1073,ACT Government,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,2,2023-05-24,635a5e08-6295-4045-83bc-29abac0be83a,Digital Health Record - ACT Government,2023-06-08,72681931-d98e-4581-ace3-30c826dae0ca,Free three-year-old preschool - ACT Government,15,1,2,0-180
1073,ACT Government,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,3,2023-06-08,72681931-d98e-4581-ace3-30c826dae0ca,Free three-year-old preschool - ACT Government,2026-05-07,2e40d654-9c7e-4e50-809d-192c3050f007,Fuel supply in the ACT - ACT Government,1064,1,3+,731-1460
1073,ACT Government,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,4,2026-05-07,2e40d654-9c7e-4e50-809d-192c3050f007,Fuel supply in the ACT - ACT Government,2026-08-05,,,90,0,3+,0-180
1081,GoDaddy,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,100k+,1,2021-09-06,6148875b-56da-4718-b34c-37389f42896a,Cybersecurity experts weigh in on GoDaddy data breach,2026-08-05,,,1794,0,1,>1460
1089,Tabcorp,Other,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,other,unknown,1,2021-01-03,7143c315-d994-4996-812d-2826e0af0f3d,"Tabcorp says bad data, technical error behind online betting breach",2026-08-05,,,2040,0,1,>1460
1107,Australia's Copyright Agency,,organisation,organisation,MEDIUM,2.0,0,0.6,medium,unknown,government,10k-100k,1,2021-11-19,c4e9be98-2ebd-410e-a263-5955ea2b2b57,Australia's Copyright Agency investigates cyber incident,2026-08-05,,,1720,0,1,>1460
1140,Department of Education,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2026-05-07,696f6068-3c8b-44ac-a6d0-cea91e47a5e3,Instructure cyber security update,2026-08-05,,,90,0,1,0-180
1155,Department of Home Affairs,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,1k-10k,1,2014-02-10,cc94aab4-4415-4f9a-b4b5-73ddbc98a8ac,Information Commissioner orders compensation payable by Home Affairs for breaching detainees’ privacy,2020-01-01,d45c97b5-a581-4914-a304-d7a79ee956ea,Department of Home Affairs data breach (January 2020),2151,1,1,>1460
1155,Department of Home Affairs,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,2,2020-01-01,d45c97b5-a581-4914-a304-d7a79ee956ea,Department of Home Affairs data breach (January 2020),2024-10-01,84c30c63-2e05-4708-a1d7-50285d0091ea,Home Affairs Department cyber security breach compromises visa,1735,1,2,>1460
1155,Department of Home Affairs,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,3,2024-10-01,84c30c63-2e05-4708-a1d7-50285d0091ea,Home Affairs Department cyber security breach compromises visa,2026-08-05,,,673,0,3+,366-730
1159,Australian Taxation Office,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,10k-100k,1,2023-07-15,c60d84a9-469e-46fa-b159-267b488637fa,ATO attackers filed $557 million in false claims,2026-05-03,a5299f6f-b388-436f-aa35-26507f76efd9,Large data breaches - Australian Taxation Office,1023,1,1,731-1460
1159,Australian Taxation Office,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,2,2026-05-03,a5299f6f-b388-436f-aa35-26507f76efd9,Large data breaches - Australian Taxation Office,2026-08-05,,,94,0,2,0-180
1196,Gravatar,Technology,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,technology,100k+,1,2020-10-01,4661c47e-ebf2-49cc-9d7d-bb7ceee8ad6b,Gravatar profile add-on leaks data on millions of users,2026-08-05,,,2134,0,1,>1460
1221,Bunnings Warehouse,Retail,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,retail,100k+,1,2018-11-01,1a5f2a82-3985-4eb4-b1aa-bfb62d4a77dc,Bunnings shoppers' personal information potentially exposed to data security breach,2026-08-05,,,2834,0,1,>1460
1241,Pound Road Medical Center,Healthcare,organisation,organisation,SMALL,1.0,0,0.6,small,unknown,health,unknown,1,2024-11-13,eae47143-1331-4d52-a739-aebf01874ec9,Pound Road Medical Center Ransomware Attack,2026-08-05,,,630,0,1,366-730
1247,Riverina Medical and Dental Aboriginal Corporation,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,health,unknown,1,2025-01-14,fce66253-ba8c-4083-b0c9-5a825fbe8a46,Riverina Medical and Dental Aboriginal Corporation Cyber Incident,2026-08-05,,,568,0,1,366-730
1255,News Corp,Media,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,media,unknown,1,2020-02-01,631cacff-36e6-48a3-a25d-553b1c22254a,News Corp reports cyber data breach,2026-08-05,,,2377,0,1,>1460
1284,Australian Clinical Labs,Healthcare,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,health,100k+,1,2022-02-01,c54b3581-4eb8-4c2a-b58e-1d5ec789c128,ASX Announcements - Australian Clinical Labs,2026-08-05,,,1646,0,1,>1460
1288,Medibank,Healthcare,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,health,100k+,1,2022-06-01,21d1b49e-d2f2-4287-a48b-cfd463a94ea4,Australia sanctions Russian hacker over Medibank cyber attack,2026-08-05,,,1526,0,1,>1460
1291,Medlab Pathology,Healthcare,organisation,organisation,LARGE,3.0,0,0.7,large,unknown,health,100k+,1,2022-02-01,ec4cfe48-838d-41b3-987e-cd1e85116e29,Medlab Pathology Ransomware/Data Breach Incident,2026-08-05,,,1646,0,1,>1460
1311,Australian National University,Education,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,education,10k-100k,1,2025-02-16,4821fce6-dba8-4ade-a70d-a0ccf226bbdf,Australian National University Investigates Alleged Ransomware Attack,2026-08-05,,,535,0,1,366-730
1324,Warrnambool City Council,Government,organisation,organisation,LARGE,3.0,0,0.8,large,unknown,government,unknown,1,2022-03-01,af5a353f-353a-4b42-921f-3027d464280f,'Data breach' at Warrnambool council was 'not serious',2026-08-05,,,1618,0,1,>1460
1326,Okta,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,<1k,1,2022-01-20,e7da1eb7-0bb4-4674-b680-25df939bc534,Okta's data breach bigger than first thought,2026-08-05,,,1658,0,1,>1460
1339,Cisco,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,1,2023-01-01,13b295e2-5e55-45bf-a9ac-f083073916b0,Exploitation of Cisco SD-WAN Appliances,2026-08-05,,,1312,0,1,731-1460
1364,Toyota,Manufacturing,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,industrial,100k+,1,2013-11-06,9e6d0229-38ef-458d-8c15-31b075324b92,Toyota global data breach (November 2013),2026-08-05,,,4655,0,1,>1460
1415,Spirit Super,Financial,organisation,organisation,LARGE,3.0,0,0.8,large,unknown,finance,10k-100k,1,2022-05-19,034ef136-888b-4060-8a45-9bfb97fa8d34,Spirit Super Phishing Data Breach,2026-08-05,,,1539,0,1,>1460
1421,CTARS,Technology,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,technology,10k-100k,1,2022-05-15,ebb8d0d6-5072-4967-a7fd-31deff79dcb8,CTARS and NDIS data breach (May 2022),2026-08-05,,,1543,0,1,>1460
1435,Nauru Police Force,Government,government_body,government_body,MEDIUM,2.0,0,0.9,medium,unknown,government,100k+,1,2022-05-01,bce0194f-3bef-4755-98a4-27fbe13bd9f3,Leak of Nauru Police Force Files Related to Australian Offshore Processing,2026-08-05,,,1557,0,1,>1460
1447,CPA Australia,,organisation,organisation,LARGE,3.0,0,1.0,large,unknown,other,unknown,1,2024-05-01,2a07e323-9ac1-41f2-a34f-4efba02fb2e1,Digital Technology | CPA Australia,2026-08-05,,,826,0,1,731-1460
1453,Xavier College,Education,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,education,<1k,1,2022-05-01,2e8a0631-060b-472e-a696-548cbd95ce41,Cyber Incident | Xavier College,2026-08-05,,,1557,0,1,>1460
1477,Royal Flying Doctors Service,,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2022-06-01,0d6f7b45-f949-421b-8731-33fb5a72004a,Royal Flying Doctors Service's Rapid Ransomware Recovery,2026-08-05,,,1526,0,1,>1460
1484,ForceNet,Other,organisation,organisation,UNKNOWN,2.8546875,1,0.9,unknown,unknown,other,1k-10k,1,2022-10-01,f46824ae-3b60-4b50-b267-014c0e2985ba,ForceNet Defence Contractor Data Breach,2026-08-05,,,1404,0,1,731-1460
1486,Icare,Government,unknown,other_or_unknown,LARGE,3.0,0,0.9,very_large,unknown,government,100k+,1,2022-05-10,aaddb6cb-adc0-46af-b541-95b5b7a2fd3f,"iCare launches systems review after 193,000 claimants affected by privacy breach",2026-08-05,,,1548,0,1,>1460
1495,Deakin University,Education,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,education,10k-100k,1,2022-07-10,999b3e4f-8307-4e6c-bce7-8ac84d542f76,Deakin University data breach (July 2022),2026-08-05,,,1487,0,1,>1460
1502,Perth Festival,Other,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,10k-100k,1,2022-07-01,f5c3de23-1e1c-4aa7-b2cd-da3617aa8b4f,"Perth Festival, Black Swan Theatre and other arts organisations hit by major data breach",2026-08-05,,,1496,0,1,>1460
1504,WA Ballet,Other,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,10k-100k,1,2022-07-01,f5c3de23-1e1c-4aa7-b2cd-da3617aa8b4f,"Perth Festival, Black Swan Theatre and other arts organisations hit by major data breach",2026-08-05,,,1496,0,1,>1460
1505,WA Opera,Other,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,other,10k-100k,1,2022-07-01,f5c3de23-1e1c-4aa7-b2cd-da3617aa8b4f,"Perth Festival, Black Swan Theatre and other arts organisations hit by major data breach",2026-08-05,,,1496,0,1,>1460
1507,Co3 Contemporary Dance,Other,organisation,organisation,SMALL,1.0,0,0.8,small,unknown,other,10k-100k,1,2022-07-01,f5c3de23-1e1c-4aa7-b2cd-da3617aa8b4f,"Perth Festival, Black Swan Theatre and other arts organisations hit by major data breach",2026-08-05,,,1496,0,1,>1460
1508,Tura New Music,Other,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,other,10k-100k,1,2022-07-01,f5c3de23-1e1c-4aa7-b2cd-da3617aa8b4f,"Perth Festival, Black Swan Theatre and other arts organisations hit by major data breach",2026-08-05,,,1496,0,1,>1460
1511,Hotel Quarantine,Other,organisation,organisation,UNKNOWN,2.8546875,1,0.9,unknown,unknown,other,unknown,1,2022-07-15,5616abcb-7942-4751-9a45-6b16d43eb520,"Students, travellers and staff exposed as Hotel Quarantine data breach revealed",2026-08-05,,,1482,0,1,>1460
1525,G4S Australia,Other,organisation,organisation,LARGE,3.0,0,0.8,very_large,unknown,other,unknown,1,2022-07-05,dcc2ba57-4816-4809-9737-6f0b2e729ccf,G4S Australia Cyber Security Incident,2026-08-05,,,1492,0,1,>1460
1529,Australian Nursing Home Foundation,,organisation,organisation,LARGE,3.0,0,0.8,large,unknown,other,unknown,1,2023-11-01,d8f6d341-dd77-4e49-bf84-cf9f7196f9a2,1.5TB allegedly stolen in Australian Nursing Home Foundation cyber attack,2026-08-05,,,1008,0,1,731-1460
1581,DoorDash,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,100k+,1,2022-08-01,481ce5ea-9ab8-4126-b41d-45b82b990a17,DoorDash data breach affecting Australian users (August 2022),2026-08-05,,,1465,0,1,>1460
1692,Nine TV,Media,unknown,other_or_unknown,LARGE,3.0,0,1.0,very_large,unknown,media,unknown,1,2021-03-27,adc51b29-8474-4782-84d0-7ca0c26a546b,"Nine Network under attack by cyber hackers, threatening news",2026-08-05,,,1957,0,1,>1460
1695,O'Neil,Other,unknown,other_or_unknown,UNKNOWN,2.8546875,1,0.4,unknown,unknown,other,unknown,1,2026-07-23,f82c0e12-a93c-4485-8328-bf8c4009d1e5,The Gentlemen ransomware group posts Melbourne heritage restoration and construction firm,2026-08-05,,,13,0,1,0-180
1705,MCG,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2025-04-03,e800042b-f87a-402d-a361-d9f2ef51f03c,Security breach at MCG raises questions about AI screening,2026-08-05,,,489,0,1,366-730
1779,MyDeal,Retail,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,retail,100k+,1,2022-10-01,9634e59b-4fb4-400a-bd4d-8c03e8002ab6,MyDeal data breach (October 2022),2026-08-05,,,1404,0,1,731-1460
1803,SSKB,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,unknown,1,2022-10-01,4846dbb0-b220-4af5-8ed0-9e42161d3cda,Australian strata company SSKB breached,2026-08-05,,,1404,0,1,731-1460
1817,EnergyAustralia,Energy,organisation,organisation,HUGE,4.0,0,0.6,unknown,unknown,industrial,<1k,1,2022-09-30,709da74d-15e5-4cfc-a541-de0677177ca1,EnergyAustralia latest to be hit by cyber-attack as details of,2026-08-05,,,1405,0,1,731-1460
1818,TissuPath,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.8,small,unknown,health,100k+,1,2023-09-01,f82d36f7-c8b2-46f1-9b7f-3ae7b4e80017,TissuPath hack: patient data possibly exposed in cyber,2026-08-05,,,1069,0,1,731-1460
1852,Woolworths Group,Retail,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,retail,<1k,1,2022-07-01,c60fa7ef-7b67-48cc-9469-a6d81ea10b2e,Woolworths denies data breach after outraged shoppers claim Everyday Rewards hacked,2026-08-05,,,1496,0,1,>1460
1857,Medicare,Government,government_body,government_body,HUGE,4.0,0,0.9,unknown,unknown,government,1k-10k,1,2023-02-01,8987fd76-be80-47f9-8812-6ce16345dc4a,Data Matching incident (2022-2023),2026-06-23,c46532a4-2836-4d27-b020-a368e72b08eb,Australian patients' medical records could be sold on dark web after,1238,1,1,731-1460
1857,Medicare,Government,government_body,government_body,HUGE,4.0,0,0.9,unknown,unknown,government,unknown,2,2026-06-23,c46532a4-2836-4d27-b020-a368e72b08eb,Australian patients' medical records could be sold on dark web after,2026-08-05,,,43,0,2,0-180
1922,Harcourts,Other,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,other,unknown,1,2022-10-24,6a6a01ca-9bf2-4d96-a858-d804d5924d35,Data leak countdown: Harcourts allegedly hacked by ransomware,2026-08-05,,,1381,0,1,731-1460
1929,The Smith Family,,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,10k-100k,1,2022-10-01,e3979677-b6a7-4110-8453-af2e2a44fdea,Hacker Attack on The Smith Family Charity,2026-08-05,,,1404,0,1,731-1460
1930,Victorian government,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2024-06-15,5d262786-f5c6-4b57-af10-3cc8d0e8d78b,Vic gov supplier bank details altered in cyber attacks,2026-08-05,,,781,0,1,731-1460
1936,Eventus WholeHealth,Healthcare,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,health,100k+,1,2022-06-01,21d1b49e-d2f2-4287-a48b-cfd463a94ea4,Australia sanctions Russian hacker over Medibank cyber attack,2026-08-05,,,1526,0,1,>1460
1938,Queensland University of Technology,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,10k-100k,1,2022-12-22,c0caf82d-93fb-431a-b6b7-1ea3936b9965,Queensland University of Technology (QUT) Ransomware Attack and Data Leak,2026-08-05,,,1322,0,1,731-1460
1948,AGL,Energy,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,industrial,1k-10k,1,2022-12-01,9718511e-c712-482e-8b89-663f3a39e3b3,AGL Energy cyber incidents (November-December 2022),2026-08-05,,,1343,0,1,731-1460
1954,PNORS Technology Group,Technology,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,technology,unknown,1,2022-11-03,7a7189d4-10e9-494a-84d9-8cd431cde8d3,Victoria has ordered an investigation into a potential data breach. Here's what happened,2026-08-05,,,1371,0,1,731-1460
1968,NSW Health Pathology,Healthcare,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,health,unknown,1,2022-11-01,d2d1a5a2-2a77-49ef-8794-90d8ba4307bf,Privacy | NSW Health Pathology,2026-08-05,,,1373,0,1,731-1460
1991,BWX,Other,organisation,organisation,LARGE,3.0,0,0.7,large,unknown,other,1k-10k,1,2022-08-13,439d2358-ef43-4451-90ae-e8cd45f19b9d,Credit card details likely exposed in skincare online shopping hack,2026-08-05,,,1453,0,1,731-1460
1992,Flora & Fauna,Other,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,other,1k-10k,1,2022-08-13,439d2358-ef43-4451-90ae-e8cd45f19b9d,Credit card details likely exposed in skincare online shopping hack,2026-08-05,,,1453,0,1,731-1460
1999,AAA Collections,Other,organisation,organisation,MEDIUM,2.0,0,0.7,small,unknown,other,10k-100k,1,2022-09-05,62d1712a-a3db-4547-a772-9476c2388244,List of Data Breaches and Cyber Attacks in November 2022,2026-08-05,,,1430,0,1,731-1460
2006,Fire Rescue Victoria,Government,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,government,10k-100k,1,2022-12-15,6641ba39-9359-4ee5-869c-2f674a6ca071,Fire Rescue Victoria cyber attack (December 2022),2026-08-05,,,1329,0,1,731-1460
2018,Telstra,Telecommunications,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,telecom_transport,100k+,1,2021-01-01,54f0227c-5495-4f31-a008-6e474f835f0a,"Telstra explains how internal data breach exposed more than 130,000 customers' details",2022-12-09,73b77f91-8838-4585-8310-b40fdacd7b11,Telstra blames privacy breach on 'database misalignment',707,1,1,366-730
2018,Telstra,Telecommunications,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,telecom_transport,100k+,2,2022-12-09,73b77f91-8838-4585-8310-b40fdacd7b11,Telstra blames privacy breach on 'database misalignment',2024-11-01,0108271f-2c0c-4b40-8c0f-34cff722ecb3,Telstra employee and partner data breach: what you need to know,693,1,2,366-730
2018,Telstra,Telecommunications,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,telecom_transport,10k-100k,3,2024-11-01,0108271f-2c0c-4b40-8c0f-34cff722ecb3,Telstra employee and partner data breach: what you need to know,2026-08-05,,,642,0,3+,366-730
2042,Aurecon,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2022-11-06,297cf903-60c2-48a0-a1a6-995c7f1d61ef,Aurecon cyber attack under investigation,2026-08-05,,,1368,0,1,731-1460
2051,State Revenue Office of Victoria,Government,organisation,organisation,LARGE,3.0,0,1.0,large,unknown,government,unknown,1,2022-12-01,ab4cd9cf-55c2-4742-859d-79b33eeaade7,Data breach hits Victoria’s revenue office,2026-08-05,,,1343,0,1,731-1460
2056,LJ Hooker,Other,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,other,unknown,1,2022-11-30,ea8fd46e-a261-420d-8dc5-dca7a3c84c89,Real estate agency LJ Hooker hit with data breach,2026-08-05,,,1344,0,1,731-1460
2080,Royal Mail,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2023-01-10,4c8ffd29-fb18-47fd-886f-a17e8e84440b,Royal Mail: Overseas post still disrupted after 'cyber incident',2026-08-05,,,1303,0,1,731-1460
2106,Mount Lilydale Mercy College,Education,organisation,organisation,LARGE,3.0,0,0.9,medium,unknown,education,<1k,1,2023-01-11,44eb6ca8-c5ae-49b3-9063-4720cc5c0959,Mount Lilydale Mercy College caught up in data breach hack,2026-08-05,,,1302,0,1,731-1460
2131,Norton LifeLock,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,1k-10k,1,2022-12-01,1886ad1f-a27e-455a-bee2-175d46bec37d,Norton LifeLock hit by data breach via password managers,2026-08-05,,,1343,0,1,731-1460
2145,ARTC,Government,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,1,2023-02-01,5958db45-356d-4233-a45a-67666526339a,ARTC cyber incident (February 2023),2026-08-05,,,1281,0,1,731-1460
2184,Latitude Financial,Financial,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,finance,100k+,1,2023-03-01,dfa1f7be-bc7a-4b84-8643-0e8b381a1311,Latitude Financial Services data breach affecting foreign passport holders (March 2023),2026-08-05,,,1253,0,1,731-1460
2214,"Tasmanian Department of Education, Children and Young People",Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,100k+,1,2026-01-01,cdbd98b3-d880-4519-812a-64670de34884,Victorian Government Schools Data Breach (January 2026),2026-08-05,,,216,0,1,181-365
2229,IPH,Other,organisation,organisation,LARGE,3.0,0,0.8,very_large,unknown,other,unknown,1,2023-03-13,25cc3127-02ec-4bb6-82c0-e25f88c51b26,IPH data breach (March 2023),2026-08-05,,,1241,0,1,731-1460
2233,"Uber Technologies, Inc.",Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,100k+,1,2016-10-01,40044b4b-8822-4539-85c4-52fe0aaeda11,Uber found to have interfered with privacy,2022-09-12,67b5be9f-9075-4fe2-808f-4783b4341303,Uber investigating 'cyber security incident' after report of breach,2172,1,1,>1460
2233,"Uber Technologies, Inc.",Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,2,2022-09-12,67b5be9f-9075-4fe2-808f-4783b4341303,Uber investigating 'cyber security incident' after report of breach,2026-08-05,,,1423,0,2,731-1460
2258,Meriton,Other,organisation,organisation,LARGE,3.0,0,0.6,unknown,unknown,other,1k-10k,1,2023-01-14,d3300559-23e1-495e-9ef3-5cd0f3b5f6d4,"Private financial, health information exposed in Meriton data breach",2026-08-05,,,1299,0,1,731-1460
2271,JB Hi-Fi,Retail,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,retail,100k+,1,2025-01-15,2fde42f4-0e13-454d-9ede-cece7651893a,BREAKING NEWS:JB Hi FI Denies Massive Cyber Attack Claim,2026-08-05,,,567,0,1,366-730
2297,Yakult Australia,Other,organisation,organisation,MEDIUM,2.0,0,0.6,unknown,unknown,other,1k-10k,1,2023-12-15,1ae787a2-a6e7-4487-acef-1bb67d028f53,Yakult Australia 'aware' of dark web data leak following cyber incident,2026-08-05,,,964,0,1,731-1460
2371,APUNIPIMA,,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2023-03-01,2f193adf-19d1-4fed-83d1-77473ad0aad6,APUNIPIMA CYBER-SECURITY INCIDENT UPDATE (Wednesday,2026-08-05,,,1253,0,1,731-1460
2395,Labor,Other,organisation,organisation,HUGE,4.0,0,0.8,very_large,unknown,other,unknown,1,2024-01-01,1587a08d-129b-40f0-bb95-f41d57251a67,"Labor hit by major government data breach, millions of files stolen from key departments",2026-08-05,,,947,0,1,731-1460
2421,Department of Immigration and Border Protection,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,1k-10k,1,2014-02-10,cc94aab4-4415-4f9a-b4b5-73ddbc98a8ac,Information Commissioner orders compensation payable by Home Affairs for breaching detainees’ privacy,2026-08-05,,,4559,0,1,>1460
2434,PT Bank Commonwealth,Financial,organisation,organisation,LARGE,3.0,0,0.7,very_large,unknown,finance,unknown,1,2023-03-07,ad0ccafe-a9e0-4091-9fb2-6a8dc72c0996,CBA hit by cyberattack in Indonesia,2026-08-05,,,1247,0,1,731-1460
2455,"Department for Education, Children and Young People",Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2026-05-18,2bbf2c01-1a41-4a80-8f4e-8545c8e9b097,DECYP cybersecurity incident,2026-08-05,,,79,0,1,0-180
2482,Australian Embassy,Government,government_body,government_body,MEDIUM,2.0,0,0.7,small,unknown,government,unknown,1,2023-04-01,045633ac-51e6-4763-aaf1-2633ba716bbc,Welcome to the Australian Embassy in Warsaw,2026-08-05,,,1222,0,1,731-1460
2489,Slater and Gordon,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,<1k,1,2025-02-21,222ee341-a728-424b-a3d2-81dc6281d368,Slater and Gordon rogue email was sent by a 'lone wolf' as staff,2026-08-05,,,530,0,1,366-730
2497,HWL Ebsworth,Legal Services,organisation,organisation,LARGE,3.0,0,0.7,large,unknown,other,100k+,1,2023-04-01,8d337f85-ac94-44c5-9ae0-667d7dc88270,HWL Ebsworth ransomware breach (April 2023),2026-08-05,,,1222,0,1,731-1460
2513,Isaacs Regional Council,Government,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,government,unknown,1,2023-04-01,77e555b7-86eb-48cb-8e39-c52841d76412,Isaacs Regional Council Cyber Attack Highlights Risks Local,2026-08-05,,,1222,0,1,731-1460
2568,Department of Foreign Affairs and Trade,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2025-12-01,dd31e2f5-4f4c-486b-ac5e-0ba8bfd89618,DFAT Vulnerability Disclosure,2026-08-05,,,247,0,1,181-365
2613,RACGP,Education,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,education,100k+,1,2024-03-01,5733ce3e-3913-440c-a65b-b6b989068972,The Royal Australian College of General Practitioners Ltd incident (March 2024),2026-06-23,d957c757-6722-4c00-90f8-45ae7739ee82,Medical information stolen in major cyberattack,844,1,1,731-1460
2613,RACGP,Education,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,education,unknown,2,2026-06-23,d957c757-6722-4c00-90f8-45ae7739ee82,Medical information stolen in major cyberattack,2026-08-05,,,43,0,2,0-180
2628,TechnologyOne,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,unknown,1,2023-05-10,0481ced1-f0f6-49f2-88b3-eb49c2556c7d,Australia TechnologyOne hit by a Cyber Attack,2026-08-05,,,1183,0,1,731-1460
2643,Ambulance Victoria,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2020-11-01,af5a96f9-4bb9-42c4-bdff-7e4f71801754,Mass hack incident exposes Tasmanian patient’s medical data on public website,2023-05-01,3ee27739-5634-48b0-aad9-c86283142c77,Ambulance Victoria data breach (May 2023),911,1,1,731-1460
2643,Ambulance Victoria,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,1k-10k,2,2023-05-01,3ee27739-5634-48b0-aad9-c86283142c77,Ambulance Victoria data breach (May 2023),2026-08-05,,,1192,0,2,731-1460
